Price,Close,High,Low,Open,Volume
Ticker,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS
Date,,,,,
2015-06-23,215.60047912597656,217.26894096591192,214.7337393157259,215.09127201873608,16007498
2015-06-24,214.71209716796875,218.0815373724735,213.7911878177322,215.60050485627713,18603004
2015-06-25,217.6698455810547,218.63409052655854,213.4336797251095,213.86704970264185,27175118
2015-06-26,216.8356170654297,219.7391712625162,215.68718158723644,216.66226039948327,20966796
2015-06-29,214.70126342773438,215.35132559568137,210.61677219354266,214.06204961157323,20168946
2015-06-30,216.70559692382812,217.3014752085528,214.08372379235777,214.4954259871854,23184864
2015-07-01,217.90818786621094,218.94826994196328,216.9006074512966,216.9006074512966,14824266
2015-07-02,219.03494262695312,220.9634323752079,218.22237217117024,218.63407434257397,15931202
2015-07-03,218.24403381347656,219.67415025395047,217.34479228676173,218.79657650067608,13831096
2015-07-06,220.05335998535156,220.7792448905271,215.64383772501822,215.83886215863217,12237733
2015-07-07,217.3881378173828,220.28085783439928,216.68390626614732,219.06743361780875,11294999
2015-07-08,215.9471893310547,218.5690622076381,214.8746056299282,215.7846665677699,15190654
2015-07-09,213.95370483398438,216.90060888964751,213.03279550853105,215.81717679445802,16245867
2015-07-10,217.073974609375,217.5506801542959,214.57127411465797,214.75545021392298,16110573
2015-07-13,218.20071411132812,219.3924851304981,215.6330104498397,217.07396088166902,9860248
2015-07-14,216.20721435546875,219.17578622860862,215.6438377578284,218.61240963096824,9942927
2015-07-15,219.09996032714844,219.8041774944296,216.58642605014992,216.62976160109218,13532911
2015-07-16,221.8193359375,222.70774365060794,219.09995782458657,219.28413391398746,14854295
2015-07-17,221.38592529296875,223.43358753325978,220.58420329252647,222.15516010101393,10195142
2015-07-20,222.04685974121094,223.17361297010467,220.56257376036214,222.7077413431539,6348354
2015-07-21,218.37400817871094,222.84853291304717,217.27975685276112,222.7510279469763,7923338
2015-07-22,227.6047821044922,228.37400251034651,217.680652782599,217.7673238745862,17309440
2015-07-23,226.49972534179688,231.3859389495307,225.61131760785625,228.2765263452083,18642915
2015-07-24,222.1118621826172,227.44227945589282,221.25595614461758,227.08476116982928,13099664
2015-07-27,217.84317016601562,223.1627677677505,217.06311584112788,222.07935014378677,20118553
2015-07-28,218.90492248535156,220.3025227542896,216.7055712326212,218.48238645297607,13382878
2015-07-29,215.8171844482422,219.43581855628037,214.97212676641306,218.74242083361082,14790821
2015-07-30,216.71644592285156,218.4174242589743,215.0154820511993,216.70561203445513,11701228
2015-07-31,217.08477783203125,218.39572151149645,214.51707437087728,216.6839095610817,16634259
2015-08-03,217.21478271484375,219.68498117606046,216.5539011693605,216.90060000419717,9887787
2015-08-04,214.08372497558594,217.90820304975384,212.35025955003613,217.42066363874457,12006872
2015-08-05,214.029541015625,216.85727230051697,213.2386383381826,214.13787988528327,14345010
2015-08-06,212.12274169921875,214.95047328601572,211.80855894366584,214.73378105909532,8708037
2015-08-07,213.29281616210938,215.38381414482865,211.73267862559467,212.13354689638058,8608888
2015-08-10,209.94503784179688,214.25704032200142,208.99162691468874,213.32531163204678,9288894
2015-08-11,209.31668090820312,210.97430909372304,207.58320104550285,210.40009859015612,8762464
2015-08-12,204.31126403808594,209.31666432515416,203.80205690004166,208.79662330043806,9650325
2015-08-13,202.24191284179688,206.7056038676643,201.38600695459235,205.19965038312893,9340350
2015-08-14,209.52252197265625,210.61677352752332,202.4477910074001,203.73706699967414,12739366
2015-08-17,206.0013885498047,209.3166590389366,204.993808185834,209.3166590389366,10857430
2015-08-18,204.5712890625,207.14982656076893,204.15960134533572,207.14982656076893,6630334
2015-08-19,206.8464813232422,208.2332478499668,203.56371216469807,204.54962485456264,8877298
2015-08-20,198.5474853515625,208.0057443174032,197.9949426039465,208.0057443174032,19008087
2015-08-21,196.73817443847656,197.59408047605146,194.36548076434084,197.18237828844065,20050521
2015-08-24,179.7501678466797,190.6818797634782,177.24746723459344,190.6818797634782,35635706
2015-08-25,183.78045654296875,186.48901500939655,178.3742024257681,182.1986656886669,49504268
2015-08-26,184.91806030273438,189.5550940551504,182.01449183987322,183.70462158202437,18955515
2015-08-27,188.33082580566406,190.952698806604,185.70895280472413,187.82161864741838,26997546
2015-08-28,189.0350341796875,191.33187582102073,187.66992117913264,189.59841070424974,10770215
2015-08-31,185.45977783203125,189.13256689851062,185.00474009842287,189.13256689851062,20708942
2015-09-01,181.98199462890625,185.02640369526745,180.95274642396473,185.02640369526745,21645696
2015-09-02,184.0838165283203,185.719776786823,182.5778629081036,184.1813215070348,19652369
2015-09-03,185.01553344726562,186.51065296882257,182.96787132692307,185.05886898721226,11659978
2015-09-04,181.12606811523438,184.11630740753597,178.7858764407692,184.11630740753597,16199949
2015-09-07,180.54104614257812,182.88123810648506,179.3492896184002,181.63529768169096,10234633
2015-09-08,183.87796020507812,184.82053727176375,178.785888839222,181.1477484492565,12900468
2015-09-09,189.392578125,190.4001585674475,184.2896725893102,186.5648612324831,17340694
2015-09-10,187.8649444580078,188.62334544474885,185.37307823145125,186.56484914426318,11074406
2015-09-11,186.55401611328125,189.83677053678613,185.52476795831817,188.9483629074899,10634833
2015-09-14,187.18238830566406,187.58325655747512,184.59301719481002,186.7273506231309,7964072
2015-09-15,187.8649444580078,188.51500657934812,185.3947460045314,186.78152687506463,11509788
2015-09-16,189.06753540039062,190.10761736094477,187.47491080232126,188.97003042867624,13424811
2015-09-18,194.01878356933594,194.90717674620063,190.06429919475207,190.34598024990214,34261453
2015-09-21,190.27015686035156,192.4586599979373,189.82595300742656,190.68185905070663,12732187
2015-09-22,183.72630310058594,191.74361140156037,182.9895842751388,190.68186148180067,15745524
2015-09-23,184.25717163085938,185.65478648382367,182.01449910532168,182.66454680679405,15221260
2015-09-24,181.44032287597656,183.74799916097018,180.8769461663896,183.74799916097018,29076982
2015-09-28,180.76856994628906,182.2095204382385,179.56597945390632,181.97117490314173,11624639
2015-09-29,182.17698669433594,184.23548290192915,179.0025712945367,179.8476433354633,15853471
2015-09-30,186.84652709960938,187.38823588210877,181.68945254727055,184.3980109242353,17292020
2015-10-01,187.36660766601562,189.37093492375507,186.04484432203373,189.37093492375507,8663393
2015-10-05,192.41531372070312,192.84868366194448,186.74903175274474,186.95489006868033,16015412
2015-10-06,194.59300231933594,195.12387725650683,191.92777928181454,194.07296126936302,12330294
2015-10-07,198.00575256347656,198.92666185303753,193.06537009567674,193.86709216821816,11515191
2015-10-08,192.65365600585938,198.24410025200763,192.03611004369932,198.24410025200763,10753149
2015-10-09,192.27447509765625,196.1964579170952,191.0068813865872,193.726259352649,9327873
2015-10-12,193.22789001464844,195.3622236602024,192.41531954217825,192.41531954217825,6212395
2015-10-13,193.6287384033203,194.21378271899326,191.31021444842793,191.7760860166331,6162561
2015-10-14,195.6547393798828,196.09894319037795,193.70458195408665,194.10545021862794,8002587
2015-10-15,195.81727600097656,197.3990670504932,195.0372215965088,196.68401597435857,9048478
2015-10-16,198.22242736816406,198.22242736816406,195.81723243263124,195.99057460295188,15246935
2015-10-19,208.77496337890625,209.20831886207756,203.89956954854145,203.89956954854145,33505855
2015-10-20,207.30148315429688,209.4683181333868,206.4997466905109,209.09995155831214,18091895
2015-10-21,206.9331512451172,211.22348637959888,206.49978128380675,207.0414901193275,14404450
2015-10-23,207.07398986816406,210.8442983715975,203.93207575828222,208.8724730213134,12153422
2015-10-26,204.30043029785156,208.6666023454749,203.96456534631585,208.42825683852374,10938775
2015-10-27,203.58538818359375,205.4705425397982,203.11951653850335,203.42287986477263,11601798
2015-10-28,203.02197265625,204.7446183636427,201.49435135855356,203.01113877040393,11958727
2015-10-29,203.89956665039062,204.76630653335124,202.58862293902442,202.81614902892414,13280382
2015-10-30,205.35134887695312,207.1281497086737,203.70455468706052,204.1379101598204,13366359
2015-11-02,207.97325134277344,208.34161801139768,204.8096691555711,205.63305913520887,7222044
2015-11-03,209.57667541503906,210.28090697028475,208.28741398562846,208.72078391244088,11373522
2015-11-04,206.13140869140625,211.26683028976163,205.0263232774512,209.75004270123327,10033187
2015-11-05,202.94615173339844,206.066397894139,202.16609742544742,205.6330279610692,10767454
2015-11-06,206.36978149414062,206.87898868432345,203.2278672507946,203.56371777200965,8367190
2015-11-09,208.2874298095703,209.0999858276653,200.0967650530466,202.27444873910952,17031699
2015-11-10,199.945068359375,207.9082061294623,198.5474536494006,207.366497356246,11486238
2015-11-13,202.1769256591797,203.3686820934482,198.15743808454164,198.27661083507493,13682323
2015-11-16,202.4477996826172,204.1162618048777,200.37846924544863,200.64933090616046,15346549
2015-11-17,201.0285186767578,203.4445480099674,200.6926681505844,203.26037191496908,8588142
2015-11-18,197.61575317382812,201.79774954988338,197.1715493127983,200.99601292959164,11249222
2015-11-19,202.54530334472656,203.40120940817698,198.75334137092136,199.1108741320855,12183206
2015-11-20,205.1671600341797,206.45643596971328,200.55179403088277,202.38277877631685,11304265
2015-11-23,206.66229248046875,207.56153407790757,205.02633206364482,205.84973644807764,10499517
2015-11-24,209.68502807617188,210.53010021227826,206.07724236351615,206.49977843156933,14806176
2015-11-26,214.22454833984375,214.93961379970938,209.80420679653648,210.4000850367789,23805828
2015-11-27,212.14437866210938,215.058780930578,211.07179496482988,214.30037994321728,10891864
2015-11-30,209.55503845214844,213.30367946832263,208.51495626066583,212.02523727303722,29919205
2015-12-01,209.29498291015625,212.09019781164028,208.28740258641267,208.8832807789928,12981379
2015-12-02,211.90603637695312,212.28523687639364,208.9916340642138,209.37083456365434,7573628
2015-12-03,211.74351501464844,214.289550731529,211.07179956949327,211.2451417580576,11361395
2015-12-04,209.19749450683594,211.52685265735997,208.3199351489603,210.68178049773368,13443688
2015-12-07,206.29391479492188,210.83344330662646,205.79554156375065,209.19746862762022,14483909
2015-12-08,203.87791442871094,206.62979423999667,202.83783227560627,205.61137986239547,7532164
2015-12-09,198.4608154296875,204.4304612744202,197.79993379908925,202.8595041254595,9174419
2015-12-10,205.92556762695312,206.67312031200535,199.34921002517478,199.89091885238525,18592203
2015-12-11,206.48895263671875,207.79989644134054,204.31128335194933,206.22893933201533,18155513
2015-12-14,206.95481872558594,208.77496966760688,204.9829933598863,205.32969222133534,10563900
2015-12-15,211.46185302734375,211.90605689006546,206.6406283284482,207.36652773745791,15718833
2015-12-16,212.05772399902344,213.9862138120149,210.94180466909168,211.46184572819857,12097338
2015-12-17,218.7857666015625,219.93420211322479,211.91689362975404,212.36109749845372,19369032
2015-12-18,214.92880249023438,218.63409342736946,214.5171002828927,217.5073401495175,16016139
2015-12-21,214.97210693359375,216.46722665054799,213.29281114779627,214.06203154684457,12331769
2015-12-22,213.93202209472656,217.24727807708345,213.21695667263322,215.1237785122586,11579277
2015-12-23,217.50732421875,218.17903968818098,214.51708457113767,214.90711897397162,12919467
2015-12-24,216.8031005859375,218.24405102678202,215.88220567761783,217.5289999823818,11901877
2015-12-28,218.9374237060547,219.66330855496184,216.68390302605337,216.81390966207238,12885935
2015-12-29,220.02085876464844,220.73590978408188,218.23320951936154,218.93744111606742,14913870
2015-12-30,217.6590118408203,220.1508783649689,217.11730298465494,219.93420060829064,8151610
2015-12-31,219.84750366210938,220.95260355737904,216.4889118206147,217.42065505504476,18483713
2016-01-01,220.01002502441406,220.7792454803435,218.46073576088267,218.8074201514001,5416562
2016-01-04,215.66551208496094,219.6741661777694,213.8020255761289,217.76734411891513,30170947
2016-01-05,217.79983520507812,218.85075117102275,216.03386823402062,216.74891923913347,14946239
2016-01-06,223.66116333007812,225.0046088392531,216.77060804018743,218.33073130996965,26759864
2016-01-07,219.5550079345703,222.7510917468836,218.42825463054118,221.245137890614,19739943
2016-01-08,222.26353454589844,223.81282383121436,220.3025430765852,221.0176085710197,21313199
2016-01-11,227.8648223876953,229.85831559754763,219.06745961234898,220.1400434317524,29016443
2016-01-12,226.5322265625,230.8550635282874,225.5896493910729,228.60155699871387,23373377
2016-01-13,233.3360595703125,236.13128898265202,226.9113770479637,228.18981900653316,71802356
2016-01-14,230.04248046875,234.23532501627102,228.17900846765409,230.51918597239523,27823189
2016-01-15,232.56686401367188,236.0771449690892,230.8984018720038,231.79764350292703,28767318
2016-01-18,220.3350372314453,234.87453303742072,218.43906361533644,232.93520940889573,27254669
2016-01-19,226.13134765625,227.47477861500693,219.73916608917565,222.9677657669591,21489315
2016-01-20,217.6698455810547,224.24620352988683,214.51709743670557,224.24620352988683,45114225
2016-01-21,213.2603302001953,222.26355164615845,211.63520357835517,220.48675058966492,31768619
2016-01-22,217.58316040039062,219.0674463300032,215.39465734314572,215.39465734314572,23682648
2016-01-25,217.5398406982422,220.74675830783335,216.68393462403563,218.85077006486912,13099564
2016-01-27,216.5430908203125,218.8507667692877,216.02304974376474,218.43907903472584,17251028
2016-01-28,220.3458709716797,221.4076352890921,216.05553601198588,216.9006081253365,23074633
2016-01-29,224.35452270507812,225.35126922652623,220.58422882125657,220.79007267188388,19177163
2016-02-01,223.2494354248047,225.74130170732832,222.22018725144503,225.3404334318742,9918809
2016-02-02,216.93310546875,223.79114382847345,214.62541526566855,223.2494350258033,14771279
2016-02-03,212.6536407470703,215.3838676497363,211.266873981512,214.08375753449462,15691478
2016-02-04,210.8442840576172,216.900600232485,209.2516593361559,214.0837029334668,18203784
2016-02-05,210.37841796875,212.7835987114515,208.3199216058435,212.15521880860464,20998404
2016-02-08,208.24407958984375,213.39032037829412,207.57234969056293,210.42174865802698,12078110
2016-02-09,207.474853515625,209.9233843176464,205.8497270604858,206.4781069754913,19603494
2016-02-10,208.5907745361328,210.83346150218782,205.55719934236797,206.21809538853444,16883350
2016-02-11,200.3351287841797,209.30584806431622,198.3741372735685,208.6341181051593,17114833
2016-02-12,196.43479919433594,202.3611088437634,192.4369792519477,202.3611088437634,29319458
2016-02-15,205.14549255371094,206.14223907966806,198.9158339987131,198.9158339987131,19283523
2016-02-16,201.63523864746094,207.58320203914346,200.8660037002,206.08808215941897,13024856
2016-02-17,206.41310119628906,207.46401715930583,198.5691356135171,202.62112504829437,15442221
2016-02-18,203.7045440673828,209.90170057839455,202.81613646560348,208.6557602657591,14433087
2016-02-19,204.62545776367188,206.44560868036544,203.10867015458356,203.68289510802944,10235503
2016-02-22,208.5149383544922,209.81504821443392,204.57128769025144,204.57128769025144,12770834
2016-02-23,205.7738800048828,209.57667543865958,204.2787602662221,208.68826781181738,18989787
2016-02-24,206.4239501953125,207.70237787785638,204.11625978383063,204.74465420182977,15186204
2016-02-25,204.5712890625,207.26901378546972,203.86707192393416,206.75980661819221,24826958
2016-02-26,205.92556762695312,207.74571854364044,204.6146238757118,206.49977811592808,8349402
2016-02-29,209.45751953125,215.5138361788657,202.59946628479443,206.13141483861767,31032353
2016-03-01,212.6319580078125,213.4445285807259,209.02417185728197,209.03500574586826,16453192
2016-03-02,217.00894165039062,217.92985094991764,213.92119715042463,215.1454552779109,20105967
2016-03-03,219.46832275390625,220.5842420981475,216.14221803176756,218.85076223591665,15880459
2016-03-04,218.07069396972656,219.93418036350587,217.44231406873183,219.71748816230425,8987660
2016-03-08,222.53439331054688,223.3794509778336,218.30904711623754,218.30904711623754,13222993
2016-03-09,225.71963500976562,226.196340494976,220.71423464729082,221.0175979431405,11854901
2016-03-10,219.22994995117188,226.62971166682465,218.6340717075315,225.79547344704704,20706353
2016-03-11,219.8258514404297,223.0869529916606,218.98079370886538,219.91253700921706,15319044
2016-03-14,220.96343994140625,222.4043758939567,219.4899878621999,220.82258494079457,11880095
2016-03-15,221.12591552734375,222.71854013220485,219.95582693284723,221.88430199726793,10487788
2016-03-16,221.39678955078125,222.2743633354288,217.8648555669135,221.2342812441683,11064129
2016-03-17,222.6295623779297,227.2092463615364,221.7530637763548,225.03992621859783,16832997
2016-03-18,225.08375549316406,225.73016628052346,222.56383291911578,223.1225967695215,14030979
2016-03-21,227.29690551757812,228.21722763598328,224.1086603327633,225.24809979968094,12708074
2016-03-22,229.60865783691406,230.57278876055884,226.93533852407495,227.2311615604986,15333442
2016-03-23,225.52200317382812,229.40048249725353,224.03196137441657,229.40048249725353,16806372
2016-03-28,223.5937042236328,226.06980322445057,222.55286763668943,225.69728913083102,18070240
2016-03-29,227.06683349609375,228.3267875113211,223.5498976426835,224.33873472880438,15871250
2016-03-30,229.43336486816406,230.46324569087028,228.48017511967453,228.48017511967453,14453294
2016-03-31,229.02798461914062,231.3945252040898,226.2889445284382,228.10767709524688,30833349
2016-04-01,226.67242431640625,229.26903823761157,224.6017067004156,227.6913493219676,12381116
2016-04-04,226.80384826660156,228.37058099295223,224.6673958786074,227.8885082596655,8632568
2016-04-05,225.0289764404297,228.41442714847713,223.98813980814438,225.99312200278408,10259495
2016-04-06,226.51901245117188,227.16542322278877,224.07578100645992,226.15745421771726,6990781
2016-04-07,227.2859344482422,229.64151892383106,223.96621907635745,226.77099408635303,8789163
2016-04-08,227.0887451171875,231.05487153542248,225.96026151232513,226.99012768256125,13411752
2016-04-11,227.95428466796875,229.093738824583,226.35468405429123,227.23118275097076,10308361
2016-04-12,229.51004028320312,231.712242686377,227.46123464532332,227.95426328754723,11164859
2016-04-13,233.59671020507812,234.44034127096924,230.63855279527326,230.63855279527326,16038542
2016-04-18,233.31187438964844,233.76107962402838,231.26306847744087,233.5419476274069,19065716
2016-04-20,227.29690551757812,234.2869537176954,226.96821486748303,234.2869537176954,21687934
2016-04-21,228.14053344726562,230.51801515545162,226.7929178903452,228.1953127836454,11380697
2016-04-22,227.65846252441406,229.53195972592485,225.54392161353195,227.66941839177974,11705087
2016-04-25,222.8267822265625,228.86364076735003,221.81881315850842,228.86364076735003,61157544
2016-04-26,222.83773803710938,224.36064750633798,220.76702056384593,222.49810614355022,26429236
2016-04-27,223.37460327148438,224.80986588459822,222.62958960814967,223.045927226187,14502641
